harvest_delay_hours,storage_temp_c,humidity_percent,ripeness_score,ffa_percentage
61.16,41.36,99.08,1,3.888
0.34,40.85,80.66,2,2.403
61.44,34.83,75.41,0,2.554
44.58,39.09,75.8,0,2.472
11.72,26.57,81.92,1,1.195
55.65,40.16,74.2,1,2.88
61.6,44.24,88.92,2,4.073
18.31,26.7,75.23,0,1.142
66.15,41.72,75.37,1,3.487
32.72,43.66,84.68,1,2.826
43.45,29.52,62.43,0,1.918
70.89,35.5,86.21,1,3.47
26.03,43.56,80.2,1,2.499
58.55,44.2,78.12,0,3.017
22.92,27.56,88.77,1,1.634
57.54,31.98,90.33,0,2.417
43.25,38.96,93.85,2,3.639
15.58,29.43,74.99,0,1.221
29.81,31.5,73.08,0,1.94
22.87,25.47,88.57,0,1.518
5.62,28.07,83.27,0,0.851
2.15,36.25,85.27,0,1.143
24.95,38.06,82.22,1,2.193
1.37,37.98,90.91,0,1.76
11.92,40.57,67.6,0,1.442
52.21,33.31,82.23,0,2.571
50.98,30.47,66.32,1,2.19
53.18,25.31,76.29,0,2.136
22.84,29.13,86.56,1,1.467
64.08,31.25,79.72,1,3.113
42.76,28.56,75.18,1,1.865
9.07,25.4,95.4,0,1.313
10.35,28.15,90.91,2,2.056
49.9,38.32,81.05,1,2.846
12.45,37.59,98.0,0,1.996
36.53,43.71,76.97,1,2.745
71.41,40.96,91.52,2,4.574
0.29,36.36,66.72,1,1.366
1.19,27.75,71.43,1,1.141
71.5,36.28,73.52,1,3.213
42.09,26.23,64.23,0,1.876
9.14,33.62,80.07,3,3.146
64.61,32.81,67.69,0,2.698
63.39,33.56,85.37,0,2.915
38.61,30.6,67.6,0,1.628
44.77,38.72,64.94,1,2.443
19.67,41.82,98.76,2,3.485
3.64,40.37,86.33,2,2.554
42.81,37.56,97.46,2,3.738
21.22,35.77,79.6,1,2.105
47.78,25.62,61.34,1,1.837
60.21,39.46,82.97,1,2.714
1.31,35.9,82.33,0,1.599
42.89,30.41,60.6,2,2.515
16.65,31.56,94.45,1,1.715
62.92,43.71,84.8,1,3.405
18.26,37.49,89.79,1,2.136
43.98,34.52,79.76,2,3.026
39.85,37.42,84.74,0,2.307
28.52,33.27,70.3,1,1.707
48.79,34.4,98.95,1,3.075
52.26,30.81,76.03,2,3.446
40.82,33.8,66.49,0,2.059
54.61,38.71,62.24,0,2.625
70.81,25.8,85.45,1,2.766
30.19,40.9,99.34,2,3.636
37.05,30.66,95.83,3,4.033
0.9,38.65,88.08,1,1.659
57.31,37.85,99.62,0,3.185
37.46,38.05,88.91,0,2.665
29.37,37.16,73.57,1,2.297
6.77,44.18,84.05,0,1.966
64.06,35.17,63.19,1,2.509
28.44,39.65,68.87,2,2.687
49.15,39.11,76.7,1,2.525
10.75,29.73,68.07,1,1.185
69.23,30.67,98.14,0,3.078
12.85,33.48,99.82,0,1.748
14.37,30.55,74.84,1,1.457
61.85,32.33,88.37,1,3.056
65.71,32.82,76.31,0,2.733
15.27,37.08,65.58,0,1.164
33.83,29.4,73.48,0,1.597
52.81,41.09,69.33,1,2.87
63.24,33.75,73.12,1,3.093
27.29,39.12,68.6,1,1.984
37.23,26.63,64.49,1,1.762
53.4,34.4,68.7,0,2.459
52.64,25.56,96.23,1,2.488
56.37,38.52,63.41,0,2.685
41.04,31.87,72.99,2,3.006
7.53,43.99,81.14,0,2.127
65.09,31.48,74.18,1,2.849
62.32,36.28,80.7,0,3.294
57.46,30.15,61.74,2,2.843
7.19,37.4,85.94,0,1.999
14.72,34.34,82.54,2,2.551
53.54,32.41,87.24,0,2.79
1.67,29.07,82.69,2,1.732
70.5,27.23,77.52,1,2.916
27.15,27.4,74.01,0,1.645
51.79,44.98,69.06,0,2.545
63.91,33.25,80.0,1,2.902
28.41,25.04,61.04,2,1.572
22.98,44.06,73.13,2,2.873
43.83,25.4,87.11,0,1.795
41.83,33.37,64.35,1,2.045
29.46,39.35,62.52,0,2.328
43.33,43.29,86.09,0,3.219
67.35,39.26,75.91,1,2.987
33.67,34.27,92.07,1,2.541
14.17,44.49,97.49,0,2.697
27.16,25.79,98.28,2,2.493
28.38,44.74,77.02,1,2.574
9.44,41.99,70.57,2,2.435
11.73,43.58,84.34,0,1.813
49.29,30.1,85.13,2,2.928
24.44,27.85,84.89,1,1.743
68.75,38.27,72.87,1,3.18
17.54,35.32,62.55,0,1.184
7.12,35.46,68.4,2,1.847
54.25,43.49,66.18,1,2.875
63.43,37.4,64.96,2,3.646
20.02,31.22,97.05,1,1.959
14.55,33.0,60.55,2,2.239
13.38,27.67,84.07,1,1.278
37.58,28.85,97.9,2,2.991
33.73,27.87,74.4,0,1.523
18.68,41.21,81.08,0,2.12
3.25,39.1,87.83,1,1.72
34.67,35.61,72.69,1,2.492
69.07,32.49,79.11,1,2.705
46.98,38.37,92.68,1,3.376
35.68,41.26,89.81,1,2.903
7.97,42.62,92.34,2,3.071
18.18,35.94,99.49,1,2.545
21.22,41.4,74.81,2,2.93
55.07,35.23,89.88,0,2.682
63.12,34.49,84.11,1,3.169
64.92,42.31,86.66,2,4.614
70.89,32.73,89.59,0,2.903
70.73,32.92,89.99,1,3.659
68.62,31.1,95.43,1,3.27
5.17,35.37,73.97,1,1.316
9.92,35.9,86.14,1,1.641
21.92,38.21,71.21,0,1.663
39.81,33.61,83.78,2,2.696
6.98,29.36,90.05,0,1.134
60.9,42.34,91.64,1,3.613
44.41,31.92,76.8,1,2.103
39.05,43.46,80.35,0,2.782
11.9,29.15,73.35,0,1.02
18.23,36.2,66.76,3,3.122
11.54,35.73,70.42,1,1.443
61.34,41.57,96.49,0,3.614
42.06,27.78,72.36,2,2.63
52.93,43.2,98.99,1,3.587
21.31,35.63,69.66,0,1.56
26.73,36.72,88.92,1,2.341
29.15,35.2,82.96,1,1.99
54.72,25.72,87.87,0,2.199
55.61,34.94,85.76,2,3.68
14.89,30.27,88.27,0,1.534
67.79,31.85,96.22,0,3.003
8.69,37.98,82.54,0,1.733
64.52,34.95,62.71,2,3.192
7.23,26.86,70.83,1,0.824
19.05,26.46,88.33,2,2.169
60.95,28.71,79.76,0,2.687
12.92,28.82,81.94,2,2.088
29.78,37.17,83.86,1,2.293
32.39,28.56,75.31,1,2.075
17.66,42.63,90.96,0,2.285
51.14,29.2,88.94,2,3.584
61.3,26.82,88.57,0,2.391
62.97,42.51,88.61,1,3.461
24.43,30.91,95.61,1,2.012
38.22,33.51,83.82,0,2.106
17.89,44.18,98.68,3,4.318
17.63,43.89,64.77,2,3.053
11.61,39.3,85.28,1,2.085
67.68,26.38,88.68,1,2.914
63.94,36.87,79.09,1,3.025
55.97,44.78,71.53,1,2.996
37.27,43.94,82.0,0,2.858
35.32,27.12,74.59,1,1.496
38.14,32.92,96.36,1,2.343
38.63,31.31,74.27,1,2.027
31.29,27.59,67.03,1,1.836
9.49,38.9,83.06,0,1.628
9.05,30.48,75.84,3,2.963
68.56,31.9,63.84,0,2.509
34.71,26.81,82.59,0,1.929
68.63,34.96,81.51,1,2.893
11.78,28.16,66.93,1,1.242
39.92,33.64,83.91,0,2.169
14.96,27.87,82.69,1,1.597
18.23,44.08,90.94,1,2.495
2.16,27.9,74.46,0,0.773
8.56,35.44,69.95,3,2.983
66.01,28.94,98.05,1,2.872
23.15,26.53,82.45,1,1.349
43.79,29.05,61.09,0,1.583
33.48,26.1,92.83,1,2.018
28.83,27.79,67.87,2,2.065
38.3,34.87,91.44,0,2.327
13.48,38.04,88.21,0,1.531
71.18,26.75,98.75,0,2.833
58.92,33.82,98.62,0,3.179
53.4,36.62,70.98,3,4.37
33.75,29.68,90.66,1,2.113
11.01,32.44,72.67,1,1.424
66.29,26.44,85.17,3,4.192
24.58,29.4,83.91,2,2.712
3.61,34.34,62.18,2,2.121
24.65,44.81,60.21,1,2.115
57.2,44.93,62.31,1,3.437
44.84,44.59,65.12,0,2.357
54.06,33.46,70.31,1,2.277
57.14,26.61,96.28,1,2.561
15.26,31.47,80.75,0,1.345
66.51,29.75,91.88,1,3.419
31.54,25.28,93.53,1,1.869
46.01,26.9,89.4,1,2.148
0.17,34.06,75.66,0,0.872
71.52,31.79,94.55,1,3.513
20.22,28.61,89.68,1,1.893
4.47,39.32,89.73,1,1.864
32.99,32.14,96.06,1,2.019
9.29,42.04,83.95,0,1.689
10.97,29.82,81.14,0,1.5
45.52,35.77,95.61,1,3.045
28.29,28.68,78.18,0,1.554
66.37,34.91,92.46,1,3.676
22.98,28.05,62.15,3,3.272
52.28,28.23,60.05,0,1.849
33.2,37.24,81.13,1,2.372
47.52,30.28,62.94,1,1.965
43.18,28.45,99.06,1,2.402
34.04,43.6,60.22,0,1.808
68.4,25.86,88.73,0,2.359
24.68,36.3,69.74,3,3.146
12.76,35.97,98.7,0,2.144
48.82,30.01,75.26,1,2.008
60.91,34.06,61.09,2,3.56
2.9,26.75,61.08,0,0.39
32.37,39.43,82.13,1,2.811
64.26,29.43,99.47,0,2.786
53.97,28.87,99.19,0,2.272
71.41,31.3,73.49,1,3.141
38.26,43.05,79.31,3,4.628
47.52,40.93,64.02,0,2.204
21.78,43.94,80.89,0,2.18
68.22,38.04,83.99,2,3.883
26.38,38.26,70.04,0,1.772
53.17,34.6,84.48,2,3.486
29.03,43.1,95.99,1,2.938
40.45,35.22,60.04,1,1.735
51.82,32.1,69.16,2,2.909
36.64,37.81,68.4,1,2.34
65.31,35.92,64.96,0,2.581
30.19,27.48,66.64,3,3.094
46.59,32.85,85.04,3,3.986
24.65,31.27,64.11,2,2.079
29.39,41.94,89.54,1,3.012
31.68,32.58,95.48,1,2.136
9.06,41.43,97.06,1,2.526
6.6,33.85,86.41,0,1.408
48.06,40.07,67.9,1,2.648
47.2,27.71,63.41,1,1.822
47.73,43.49,69.28,1,2.708
1.42,34.61,98.48,1,1.752
23.51,30.2,98.49,1,1.922
14.24,29.83,75.28,1,1.442
56.03,30.3,73.03,1,2.537
61.97,32.33,80.4,3,4.83
17.76,39.35,71.67,1,1.908
48.09,43.99,99.19,0,3.105
9.31,38.38,68.85,0,1.545
19.81,35.94,74.77,1,1.783
9.98,33.97,77.17,1,1.876
20.41,41.56,65.0,2,2.821
48.58,41.99,75.31,0,2.589
65.54,30.86,94.27,0,3.015
14.58,44.07,65.61,1,1.77
39.03,32.9,83.36,1,2.33
50.5,41.0,76.27,3,4.627
68.61,44.34,66.82,2,4.163
43.92,39.07,60.49,1,2.494
18.37,28.23,70.93,2,2.011
45.03,36.72,62.47,0,2.535
23.08,27.38,75.07,1,1.432
70.28,40.78,92.41,2,4.184
28.78,30.63,88.79,1,1.768
49.35,38.9,97.9,3,5.154
1.67,43.2,77.08,0,1.556
28.8,28.62,88.31,0,1.743
63.01,32.86,86.61,1,2.913
43.94,37.94,68.68,2,2.982
31.96,33.39,72.14,1,1.818
67.39,28.5,81.19,2,3.533
61.49,25.58,91.87,0,2.467
23.2,33.13,78.47,1,1.917
39.21,37.98,69.11,1,2.361
35.27,36.48,99.74,0,2.516
45.52,28.12,64.62,1,1.685
24.06,34.01,98.24,1,2.017
17.58,32.39,92.36,1,2.45
65.71,30.48,93.56,0,3.119
66.52,39.59,91.8,0,3.674
60.72,31.19,68.33,3,4.019
70.43,35.8,85.3,1,3.354
53.64,43.46,90.27,2,4.009
55.06,35.79,89.83,1,2.811
54.91,37.34,70.86,2,3.256
34.6,26.46,67.24,0,1.67
32.86,28.56,73.12,1,1.926
17.3,27.02,79.19,1,1.223
46.43,40.3,82.95,0,2.676
20.83,41.72,93.48,0,2.562
18.56,28.73,90.76,1,1.59
42.19,29.39,87.05,2,2.941
29.52,31.46,70.54,1,1.85
15.76,36.82,79.16,0,1.725
58.76,37.44,73.42,3,4.521
61.96,38.74,69.4,0,2.612
12.07,43.1,60.41,0,1.386
0.54,30.9,73.58,3,2.446
24.2,38.18,70.24,2,2.307
57.42,36.19,82.88,3,4.564
60.42,31.12,62.49,2,3.233
9.96,43.15,70.82,1,1.56
55.75,26.91,61.79,0,1.963
8.33,39.24,85.66,1,2.089
28.08,39.56,82.73,3,3.678
71.9,43.31,73.5,2,4.102
13.87,35.37,65.89,1,1.768
11.09,31.43,98.32,1,1.877
30.44,41.55,83.38,0,2.063
44.62,40.42,87.16,1,3.118
67.17,35.01,81.25,2,3.653
70.62,40.36,92.26,0,3.725
5.01,30.36,95.86,1,1.379
9.94,36.79,75.31,3,3.207
56.93,42.3,87.6,1,3.349
19.49,31.36,69.2,1,1.491
63.71,34.67,86.07,1,3.024
47.77,44.02,75.97,0,2.738
8.05,40.96,60.27,0,1.07
59.94,42.74,98.22,0,3.73
12.7,32.7,94.74,0,1.674
30.49,44.93,71.63,0,1.957
39.76,28.05,99.91,1,2.538
36.06,35.38,72.69,0,1.939
49.4,34.59,78.35,3,4.223
46.99,40.97,94.05,0,3.21
71.43,43.17,72.18,1,3.505
71.96,39.62,78.02,2,4.296
37.19,37.54,86.62,0,2.367
6.85,33.55,65.22,1,1.383
52.4,35.21,76.89,2,3.347
70.32,35.19,72.38,1,3.137
22.92,25.41,87.07,0,1.47
33.21,35.06,65.44,1,2.176
30.58,42.12,69.31,1,2.394
3.7,39.19,88.46,1,1.813
48.4,40.91,66.25,0,2.309
25.44,32.81,76.88,0,1.641
56.7,35.58,88.52,2,3.563
59.91,25.67,90.62,1,2.438
59.13,32.66,63.8,0,1.91
30.0,34.49,94.08,1,2.121
23.15,30.1,88.96,2,2.854
53.92,25.62,73.57,0,1.879
57.7,38.81,90.55,0,3.466
35.37,33.7,89.13,1,2.464
64.3,33.31,84.04,1,3.013
10.36,30.0,82.34,1,1.132
63.29,35.76,89.39,2,3.901
6.92,33.76,99.97,0,2.006
11.05,34.48,83.14,1,1.968
38.44,36.62,92.35,1,2.772
4.86,25.13,89.77,1,0.952
3.8,43.15,94.23,1,2.128
0.04,26.42,98.18,2,1.722
31.41,34.02,67.72,1,2.126
55.77,29.15,66.62,1,2.586
2.51,35.48,83.45,0,1.363
46.96,30.6,77.97,1,2.261
59.27,42.2,82.83,1,3.65
12.1,32.93,91.92,1,1.614
10.57,37.78,97.27,0,1.996
61.98,29.98,76.7,3,4.336
59.26,25.39,88.72,2,3.063
38.8,33.08,67.87,2,2.584
58.98,35.73,81.38,2,3.489
6.68,34.19,60.87,0,1.206
28.4,44.24,80.15,1,2.951
53.12,39.14,81.81,1,3.034
18.54,44.91,89.42,2,3.261
54.17,30.9,85.98,0,2.345
36.3,40.78,74.34,0,2.276
54.02,36.11,60.23,1,2.359
33.46,37.24,64.62,0,1.827
26.49,44.72,98.92,1,3.206
15.78,38.08,96.89,0,2.062
15.0,42.98,73.0,1,1.958
54.11,39.52,70.35,2,3.395
8.56,27.55,77.46,1,1.109
6.19,38.99,87.6,0,1.645
12.69,34.69,74.27,0,1.499
12.62,43.38,62.69,0,1.23
59.26,41.14,76.11,0,3.219
28.69,27.08,70.42,1,1.581
71.31,27.68,73.0,1,2.842
9.88,26.39,66.52,0,0.904
47.05,34.86,86.35,0,2.383
32.31,26.62,81.07,3,3.235
28.29,39.47,70.83,0,1.732
63.01,36.05,82.15,1,3.061
70.24,41.72,79.71,1,3.672
62.85,30.6,91.84,0,2.652
13.85,35.38,98.24,2,2.885
15.9,27.35,65.23,0,0.526
47.24,42.69,95.36,1,3.36
20.81,28.5,88.19,1,1.91
52.9,27.05,87.7,2,3.08
40.78,29.1,74.97,1,1.885
39.67,41.12,73.76,2,3.096
59.66,27.12,60.23,1,1.655
51.16,37.29,99.29,1,3.072
1.91,39.92,84.26,1,1.977
3.56,40.02,76.09,1,1.526
43.31,28.8,81.75,1,2.112
35.01,26.23,61.62,0,0.922
18.73,33.98,66.95,0,1.059
30.14,29.05,84.93,1,2.129
54.57,38.99,80.57,0,2.924
59.52,32.13,91.48,1,2.73
40.41,33.99,86.35,0,2.172
27.75,27.27,84.06,1,1.753
19.49,36.35,92.61,1,2.003
37.58,28.71,62.73,1,1.377
22.66,38.58,87.64,1,2.3
40.61,26.42,88.62,0,2.031
48.72,44.52,71.01,0,2.791
4.76,38.69,67.83,1,1.573
0.08,28.63,68.55,2,1.223
15.28,25.28,67.93,1,1.097
64.4,31.69,80.95,1,2.829
46.53,28.06,65.43,1,1.968
12.38,29.37,86.37,1,1.452
64.1,42.46,64.2,1,2.95
33.84,37.06,61.08,1,1.447
34.28,28.53,72.77,0,1.814
67.36,36.13,67.67,0,2.785
4.28,30.12,99.55,1,1.26
15.49,44.52,72.12,1,2.138
42.18,25.66,68.88,2,2.388
14.08,39.65,67.87,1,1.626
48.93,40.46,74.95,0,2.465
15.41,26.34,84.23,2,2.146
7.14,28.44,91.28,0,1.047
14.9,32.69,74.58,2,1.98
30.44,42.36,85.04,0,2.694
12.68,35.74,79.28,1,1.687
9.7,38.11,93.86,1,2.081
61.94,40.66,82.76,0,3.276
23.07,41.56,71.6,0,1.777
25.97,34.53,88.14,0,1.894
3.98,35.18,92.8,1,1.797
25.73,39.36,78.62,1,1.958
19.07,30.27,99.49,2,2.611
43.95,42.09,95.16,0,2.962
14.79,25.42,67.88,1,1.233
63.96,28.92,91.47,0,2.791
66.94,41.0,84.04,3,5.209
7.19,31.81,81.39,2,1.765
7.73,28.0,80.56,3,2.796
8.3,28.74,94.14,2,1.918
44.61,35.62,84.43,1,2.645
8.78,41.92,81.51,1,1.591
61.37,26.41,61.95,1,1.963
54.31,25.61,77.93,2,3.14
59.03,34.3,96.32,1,3.253
37.88,44.12,88.47,1,3.022
71.76,30.58,62.04,2,3.186
3.18,44.18,95.36,2,2.84
28.89,42.75,93.07,3,4.53
23.32,30.66,81.87,0,1.506
68.3,41.34,60.9,0,3.154
41.53,38.72,82.5,1,2.672
58.05,35.24,62.18,1,2.565
12.26,33.46,72.82,1,1.213
70.46,41.31,85.16,0,3.408
35.9,40.86,96.52,2,3.723
35.54,40.14,74.31,0,2.157
69.9,44.97,94.4,1,4.058
27.41,34.57,96.73,2,3.1
28.62,41.14,60.84,1,2.307
42.1,42.25,69.58,1,2.6
9.22,29.23,88.39,0,1.44
23.12,25.84,90.27,0,1.585
13.91,33.09,75.7,1,1.738
7.44,42.13,86.27,1,2.003
62.36,30.78,84.49,0,2.596
42.43,39.0,89.59,3,4.479
25.82,25.15,88.75,1,1.786
29.42,32.11,63.43,2,2.482
31.07,37.31,66.33,1,2.036
45.59,27.6,65.31,3,3.695
66.73,42.93,97.3,0,3.705
67.16,28.13,96.54,0,2.981
28.19,43.2,91.9,2,3.705
23.71,29.33,64.67,2,2.208
32.48,44.89,82.97,1,2.855
40.89,37.09,67.49,0,2.206
33.25,26.69,74.74,1,1.565
47.43,26.31,70.68,2,2.699
39.92,26.5,93.16,2,2.89
23.09,36.8,65.78,1,1.534
24.89,41.19,85.85,0,2.384
27.26,33.06,99.36,1,2.107
6.81,33.9,87.48,1,1.552
11.96,36.79,63.17,1,1.449
52.06,35.66,96.31,1,2.967
28.01,38.76,85.72,3,4.048
15.45,34.44,78.25,0,1.513
40.51,39.28,86.39,1,2.657
54.4,44.95,95.16,1,3.865
18.53,32.01,79.09,1,1.531
59.53,25.24,81.25,2,3.511
66.78,27.51,78.1,1,2.669
43.01,36.07,62.9,1,2.002
48.16,31.89,91.48,0,2.275
3.79,43.8,65.06,1,1.782
68.08,37.55,75.78,0,2.903
28.26,35.41,75.47,0,1.582
66.52,40.96,71.2,1,3.343
41.69,30.17,76.1,1,2.05
0.33,41.39,84.72,3,3.561
2.78,25.06,72.46,1,0.993
48.99,37.39,66.9,2,3.191
40.51,43.7,94.77,1,3.738
1.91,40.76,98.83,1,1.899
53.53,42.07,78.34,3,4.547
61.35,32.94,73.08,1,2.674
35.74,41.48,61.9,2,3.309
33.53,36.02,61.47,1,2.265
0.39,37.37,75.72,0,1.438
56.64,26.18,97.21,1,2.528
23.81,29.03,89.23,0,1.496
63.27,36.02,73.97,0,2.587
26.86,26.18,98.72,0,1.58
40.69,39.83,77.15,0,2.681
19.46,41.8,71.07,1,1.957
11.56,43.41,77.05,2,2.667
55.79,27.04,68.46,1,2.367
35.75,43.79,95.43,2,3.558
38.63,26.35,74.45,1,1.856
69.51,34.48,86.32,0,2.873
69.38,41.81,75.56,0,3.165
61.61,26.41,96.07,3,4.287
13.51,25.36,85.7,1,1.214
42.79,25.5,79.53,2,2.688
63.23,35.23,65.29,1,2.778
26.96,41.23,96.08,1,2.783
7.28,27.55,81.87,2,1.921
58.39,27.49,71.4,3,3.806
34.69,36.37,95.12,0,2.592
40.64,29.69,62.18,3,3.415
70.71,39.6,72.56,1,3.182
43.72,43.99,81.47,2,3.536
30.6,40.32,73.59,1,2.242
26.64,42.54,79.07,1,2.776
30.07,35.39,70.57,1,1.96
8.52,41.65,65.2,2,2.048
57.22,28.66,61.47,0,2.191
60.32,26.37,66.31,1,2.196
20.48,38.12,98.12,1,2.539
21.87,26.04,83.02,1,1.425
62.95,42.85,79.56,1,3.644
1.73,38.83,75.37,1,1.4
37.47,44.04,88.34,1,3.318
33.38,31.28,65.65,1,1.602
49.69,34.72,71.05,1,2.408
11.76,39.83,86.24,1,2.339
48.12,29.86,79.16,2,3.006
27.12,35.84,90.8,1,2.754
44.55,38.19,95.88,0,2.818
2.89,44.58,92.93,1,2.38
33.24,39.89,67.37,0,2.345
37.6,27.36,63.66,0,1.22
15.43,34.51,66.78,2,1.843
10.05,36.78,91.34,1,1.83
13.57,27.93,96.55,1,1.766
24.78,33.64,97.02,3,3.574
6.97,30.68,71.93,0,1.086
68.21,27.38,93.61,0,2.863
29.16,35.24,81.45,0,2.329
58.25,28.31,92.91,0,2.728
70.16,36.81,81.93,1,3.395
5.81,28.39,65.84,2,1.842
46.92,39.47,63.17,1,2.569
62.74,28.9,98.29,0,2.687
45.66,42.93,77.03,1,2.692
30.89,25.52,74.02,0,1.299
31.04,35.44,74.25,1,2.068
2.58,31.4,75.16,1,1.186
38.49,29.5,97.8,0,1.774
71.54,34.43,62.51,2,3.485
69.03,41.84,64.76,2,3.834
2.91,43.31,91.59,1,2.312
50.82,31.06,81.98,1,2.8
21.73,28.08,65.14,1,1.369
65.02,39.4,61.38,0,2.547
3.25,36.64,68.97,0,0.775
67.38,29.02,70.43,1,2.773
60.3,40.21,60.57,3,4.255
8.46,35.38,68.64,1,1.531
4.31,38.07,89.53,1,2.116
60.1,32.19,94.22,1,2.753
11.21,33.78,95.93,1,2.0
38.51,28.61,75.6,0,1.996
65.93,40.13,72.78,1,3.358
40.86,28.14,99.99,2,2.666
28.6,40.57,90.77,2,3.18
32.04,40.96,81.49,2,2.978
4.54,39.93,70.19,0,1.399
69.75,25.39,72.85,1,2.661
22.37,30.46,80.61,1,1.226
13.63,34.37,81.68,0,1.465
20.6,36.91,60.55,0,1.574
69.43,43.38,98.38,2,4.815
6.79,32.51,83.02,1,1.489
62.45,42.5,83.57,1,3.425
50.96,28.27,68.46,0,1.767
59.76,32.43,90.6,1,2.969
70.26,26.05,89.49,0,2.705
60.64,39.85,63.81,0,2.766
67.92,28.01,83.8,1,2.958
9.14,30.14,86.33,1,1.458
57.3,40.5,93.42,3,5.291
39.29,35.69,68.24,1,2.117
39.13,25.28,95.11,0,1.682
64.72,25.04,78.46,0,2.416
69.97,35.21,63.86,1,2.913
50.75,31.1,64.22,0,2.101
34.77,28.61,67.91,0,1.315
32.86,37.27,71.31,1,2.469
27.82,29.57,79.86,0,1.724
26.04,36.84,89.95,1,2.31
28.19,32.59,67.47,1,1.575
6.46,28.73,99.71,0,1.515
5.58,27.76,66.46,2,1.374
56.15,29.74,83.98,1,3.014
32.12,25.6,97.16,1,1.896
67.01,31.16,93.3,0,3.236
44.08,43.04,85.92,1,3.076
2.53,41.63,88.62,0,2.101
11.34,32.44,65.37,1,1.133
14.82,36.52,60.39,0,1.263
70.25,36.35,77.37,3,4.952
15.75,41.57,63.58,0,1.682
37.13,29.73,74.31,2,2.805
67.4,30.93,68.95,2,3.275
70.36,31.04,96.65,1,3.277
17.02,25.82,95.2,1,1.817
3.54,31.29,92.76,1,1.349
11.06,42.56,88.56,3,3.997
4.56,43.24,66.16,1,1.548
14.05,27.19,61.93,1,1.082
40.94,34.16,86.16,0,2.321
65.7,32.63,85.69,2,3.558
38.68,34.79,74.78,0,2.006
45.07,36.09,78.91,0,2.399
14.53,25.41,79.57,0,1.041
57.64,41.84,69.6,1,3.243
44.48,44.47,72.57,2,3.649
62.22,38.07,76.74,2,3.775
68.32,38.21,84.13,0,3.074
25.05,35.56,98.23,1,2.281
6.52,31.69,81.54,2,2.388
16.27,27.98,89.25,1,1.393
31.52,36.68,92.28,0,2.366
68.09,25.9,64.54,1,2.498
27.24,41.49,86.12,1,2.529
55.5,33.42,79.28,3,4.128
38.91,33.3,82.9,1,2.198
13.16,31.54,61.54,0,0.913
23.09,44.39,96.25,1,2.815
47.03,28.5,98.11,0,2.579
48.45,28.03,60.14,2,2.596
31.3,28.31,68.51,1,1.555
16.46,38.17,67.21,0,1.505
51.98,44.84,91.25,1,3.698
12.16,29.71,83.92,0,1.199
67.44,43.11,67.09,0,3.194
13.53,30.57,92.56,1,1.456
7.73,37.96,74.14,2,2.451
35.83,25.81,78.43,2,2.461
37.41,34.91,75.49,1,2.232
36.59,38.09,80.86,0,2.178
31.44,35.73,79.21,1,1.984
71.63,29.76,70.98,1,2.502
35.01,41.57,76.98,0,2.213
34.41,44.4,96.33,2,3.996
30.37,34.18,80.12,3,3.54
4.81,37.72,96.66,0,1.54
42.69,40.81,82.01,2,3.327
16.41,29.83,90.75,1,1.617
45.91,42.29,71.74,0,2.467
3.66,30.6,91.62,1,1.392
70.66,40.52,70.57,0,3.246
33.77,27.24,60.78,0,1.566
64.57,30.77,66.43,3,4.552
34.24,35.67,60.87,1,1.642
4.34,35.5,97.88,0,1.525
59.2,42.01,100.0,1,3.945
46.67,44.92,90.49,3,4.941
56.29,27.14,64.33,1,2.334
30.83,30.43,95.96,2,2.868
45.93,32.15,89.75,2,3.515
61.65,34.58,73.29,1,2.998
45.44,34.88,80.09,1,2.733
25.03,42.12,86.47,1,2.501
47.7,40.41,60.96,2,3.132
48.37,25.38,80.06,1,2.091
69.16,34.1,89.3,0,2.827
26.71,37.36,67.53,0,1.986
30.61,34.21,77.75,1,2.208
58.47,27.61,81.3,2,3.117
36.41,32.95,89.42,2,3.262
53.03,33.23,98.58,1,2.886
33.1,28.75,93.93,0,1.592
15.52,40.13,84.86,0,2.149
53.65,31.43,83.35,2,3.045
9.44,36.78,84.13,1,1.763
14.3,35.31,81.81,2,2.478
45.13,42.55,62.37,0,2.42
53.8,27.44,87.93,1,2.658
64.42,27.29,88.65,2,3.541
19.63,31.01,80.5,0,1.567
7.97,33.62,94.82,0,1.441
68.84,30.97,86.9,1,3.106
11.12,40.26,74.51,1,1.529
14.23,29.91,60.79,3,3.035
20.98,26.7,62.37,2,1.607
38.12,33.28,74.07,1,2.088
63.56,40.47,78.48,0,2.837
54.76,42.01,66.67,1,2.715
50.99,39.67,67.57,2,3.309
12.61,36.16,69.21,1,1.432
25.75,39.48,91.22,3,4.358
34.45,38.63,90.85,1,2.755
10.61,29.69,75.32,0,0.999
19.69,36.02,66.89,1,1.644
22.2,40.41,64.44,1,2.111
9.16,31.34,63.49,0,1.093
39.62,38.08,75.65,1,2.255
50.76,34.63,61.82,1,2.21
5.04,35.06,73.35,0,1.248
34.64,26.8,98.46,1,2.211
56.32,38.32,80.3,1,2.827
53.86,42.31,92.91,2,4.295
58.69,27.83,65.17,1,2.125
32.27,32.32,70.72,3,3.726
59.08,25.97,97.86,2,3.481
17.33,25.59,75.34,1,1.069
25.98,44.79,85.94,0,2.448
12.7,34.87,99.05,2,2.628
33.66,32.11,82.03,0,1.949
28.23,30.5,72.21,2,2.341
17.35,44.6,81.28,1,2.165
54.13,30.05,62.19,1,1.968
